Time,Transient Response Time Mean,Transient Response Time CI95
0.0,0.0,0.0
100.0,8.307141767005126,0.2851869518589763
200.0,10.283824543782645,0.1592999390894829
300.0,11.10850436645384,0.1069216956196246
400.0,11.646259440658218,0.0909341193611791
500.0,12.047218193450911,0.0848835891798871
600.0,12.377226299118902,0.0830690571327636
700.0,12.6542356426742,0.0839627526829012
800.0,12.857219564206169,0.0886326840135237
900.0,13.078604920903398,0.098118812073367
1000.0,13.301010724025971,0.1117542846992648
1100.0,13.491296503786083,0.1323543461257912
1200.0,13.670486831817506,0.1559060113429137
1300.0,13.837436578079338,0.1834295849045135
1400.0,13.9812029264028,0.2031427136618458
1500.0,14.09418488987709,0.2186547965072224
1600.0,14.22898624424663,0.2314887199071336
1700.0,14.332904258227734,0.2420907615442145
1800.0,14.434067139475106,0.2513267079350703
1900.0,14.529761356221323,0.2591236879816213
2000.0,14.607086841717114,0.2675734491384658
2100.0,14.68456915850754,0.2737596010610679
2200.0,14.763079335678452,0.2783715228228227
2300.0,14.828099273918584,0.2822528340290375
2400.0,14.895531872781968,0.2858245047312576
2500.0,14.960016213748998,0.289944119460679
2600.0,15.013272336503734,0.2914322674940026
2700.0,15.052206897923408,0.2919260334854569
2800.0,15.09221655171878,0.2928764103180056
2900.0,15.13401947071953,0.2937280434586267
3000.0,15.174585992241472,0.2945097751534649
3100.0,15.218165586795164,0.2931009077381185
3200.0,15.2588533993606,0.2916792000278855
3300.0,15.29449565790478,0.2920536996855731
3400.0,15.333521413673749,0.2934023131569255
3500.0,15.370603250170271,0.295502455660777
3600.0,15.396795329755168,0.2976683580197594
3700.0,15.417745791978662,0.2982033704388596
3800.0,15.4424851115602,0.2997533290068243
3900.0,15.46784897129998,0.3027228263480879
4000.0,15.49356173349797,0.3053505049849103
4100.0,15.52122228487072,0.3084475925623618
4200.0,15.546851078246444,0.3104056032819479
4300.0,15.5684221519823,0.3104323431589971
4400.0,15.57941946279386,0.3106779188853927
4500.0,15.593352425755477,0.3117569224377895
4600.0,15.610671968304796,0.3122859186432168
4700.0,15.63454648044763,0.3128223544720284
4800.0,15.652508419542649,0.3138470119638262
4900.0,15.67183047872826,0.3138809235983986
5000.0,15.693142760376112,0.3142028935119258
